age;marital;education;default;balance;housing;loan;contact;poutcome;class
34;married;secondary;no;2595;yes;yes;cellular;other;no
32;married;secondary;no;435;yes;no;cellular;failure;no
54;married;secondary;no;-133;yes;no;cellular;failure;no
38;married;secondary;no;8444;yes;no;cellular;other;no
38;married;tertiary;no;0;yes;no;cellular;failure;no
28;single;secondary;no;1065;yes;yes;cellular;failure;no
32;divorced;tertiary;no;294;yes;no;cellular;success;yes
36;single;tertiary;no;670;yes;no;cellular;failure;no
43;married;secondary;no;948;yes;no;cellular;other;no
43;single;secondary;no;243;yes;no;cellular;failure;no
31;married;secondary;no;658;yes;yes;cellular;failure;no
28;married;secondary;no;490;yes;no;cellular;other;no
30;single;secondary;no;971;yes;no;cellular;other;no
46;married;primary;no;-175;yes;yes;cellular;failure;no
54;married;tertiary;no;6525;yes;no;cellular;failure;no
34;married;primary;no;329;yes;no;cellular;failure;yes
34;single;secondary;no;598;yes;no;cellular;failure;no
31;single;tertiary;no;578;yes;no;cellular;failure;no
31;single;secondary;no;223;yes;no;cellular;success;no
43;married;secondary;no;214;yes;no;telephone;failure;no
54;married;primary;no;551;yes;no;cellular;failure;no
36;divorced;secondary;no;543;yes;no;cellular;failure;no
30;married;secondary;no;-43;yes;yes;cellular;other;no
55;single;primary;no;1187;yes;no;cellular;failure;no
28;single;secondary;no;16;no;no;cellular;failure;no
22;single;secondary;no;104;yes;no;cellular;other;no
55;married;tertiary;no;505;yes;no;cellular;other;no
35;married;secondary;no;457;yes;no;cellular;failure;no
38;married;tertiary;no;-113;yes;no;cellular;failure;no
36;single;tertiary;no;953;yes;no;cellular;other;no
34;married;tertiary;no;436;yes;no;cellular;failure;no
41;married;secondary;no;1010;yes;no;cellular;failure;no
48;married;secondary;no;1143;yes;no;cellular;failure;no
45;divorced;secondary;no;976;yes;no;cellular;failure;no
40;divorced;primary;no;190;yes;yes;cellular;failure;no
34;married;secondary;no;334;yes;no;cellular;failure;no
30;married;secondary;no;398;yes;no;cellular;failure;no
33;single;secondary;no;3975;yes;yes;cellular;other;no
32;married;primary;no;1074;yes;no;cellular;failure;no
30;married;secondary;no;2;yes;yes;cellular;failure;no
37;married;secondary;no;-90;yes;no;cellular;failure;no
44;married;secondary;no;887;yes;no;cellular;failure;no
22;single;secondary;no;-7;yes;no;cellular;other;no
28;single;secondary;no;437;yes;yes;cellular;failure;no
44;married;primary;no;228;yes;no;cellular;other;no
31;married;primary;no;99;yes;no;cellular;other;no
34;married;secondary;no;21;no;no;cellular;failure;no
37;married;tertiary;no;9269;yes;yes;cellular;failure;no
33;divorced;secondary;no;273;yes;no;cellular;failure;no
36;single;secondary;no;275;yes;no;cellular;failure;no
31;single;tertiary;no;985;yes;no;cellular;failure;yes
34;married;tertiary;no;91;no;no;cellular;failure;no
54;married;secondary;no;426;yes;no;cellular;failure;no
40;single;secondary;no;556;yes;no;cellular;failure;no
45;married;primary;no;271;yes;yes;cellular;failure;no
29;single;secondary;no;205;yes;no;cellular;failure;no
32;married;secondary;no;225;yes;no;cellular;failure;yes
49;married;secondary;no;1096;yes;no;cellular;failure;no
39;married;secondary;no;260;yes;no;cellular;failure;no
34;single;secondary;no;-317;yes;no;cellular;other;no
38;married;primary;no;398;yes;yes;cellular;failure;no
31;married;secondary;no;8295;yes;no;cellular;failure;no
38;married;tertiary;no;5432;yes;yes;cellular;failure;no
60;married;primary;no;0;yes;no;cellular;other;no
34;married;secondary;no;2021;yes;yes;cellular;other;no
30;married;secondary;no;578;yes;yes;cellular;failure;no
32;single;secondary;no;1415;yes;no;cellular;failure;no
42;married;secondary;no;-256;yes;no;cellular;failure;no
42;married;secondary;no;115;yes;yes;cellular;failure;no
34;married;secondary;no;1467;yes;no;cellular;failure;no
29;married;secondary;no;137;yes;no;cellular;other;no
38;married;tertiary;no;165;yes;no;cellular;other;yes
30;married;secondary;no;1171;yes;no;cellular;failure;no
30;single;secondary;no;390;yes;no;cellular;failure;no
34;married;secondary;no;4963;yes;no;cellular;failure;no
33;married;secondary;no;26;yes;no;cellular;other;no
47;single;primary;no;683;no;no;cellular;failure;no
47;married;tertiary;no;385;yes;no;cellular;failure;no
40;married;primary;no;572;yes;yes;cellular;failure;no
41;single;tertiary;no;445;yes;no;cellular;failure;no
43;married;secondary;no;1127;yes;no;cellular;other;no
37;married;primary;no;3154;yes;no;cellular;failure;yes
37;married;primary;no;0;yes;no;cellular;failure;no
49;married;primary;no;816;yes;no;cellular;failure;no
31;married;tertiary;no;1990;yes;yes;cellular;other;no
30;married;secondary;no;246;yes;no;cellular;failure;no
29;married;secondary;no;1180;yes;no;cellular;failure;yes
41;married;primary;no;450;yes;no;cellular;failure;no
44;single;tertiary;no;1277;yes;no;cellular;other;no
38;married;secondary;no;507;yes;no;cellular;failure;no
32;single;secondary;no;199;yes;no;cellular;failure;no
38;single;secondary;no;884;yes;yes;cellular;failure;no
36;married;secondary;no;351;yes;no;cellular;failure;no
46;married;primary;no;85;yes;no;cellular;failure;no
45;married;primary;no;2348;yes;no;cellular;other;no
34;married;tertiary;no;520;yes;no;cellular;success;no
37;single;tertiary;no;3954;yes;no;cellular;failure;no
35;married;secondary;no;430;yes;no;cellular;failure;no
39;divorced;secondary;no;5873;no;no;cellular;failure;no
40;married;secondary;no;668;yes;no;cellular;other;no
35;married;secondary;no;199;yes;no;cellular;failure;no
24;married;secondary;no;-220;yes;no;cellular;failure;no
32;single;secondary;no;671;yes;no;cellular;failure;no
48;divorced;tertiary;no;266;yes;no;cellular;failure;no
35;married;secondary;no;372;yes;no;cellular;failure;no
42;married;secondary;no;1545;yes;no;cellular;failure;no
58;married;secondary;no;221;yes;no;cellular;failure;no
52;divorced;secondary;no;340;yes;no;cellular;failure;no
27;single;secondary;no;-116;yes;yes;cellular;failure;no
35;married;secondary;no;528;yes;no;cellular;failure;no
54;married;secondary;no;641;yes;no;cellular;failure;no
33;married;secondary;no;2254;yes;no;cellular;failure;no
38;married;secondary;no;710;yes;no;cellular;failure;no
37;single;tertiary;no;146;yes;no;cellular;failure;no
34;married;tertiary;no;11;yes;no;cellular;failure;no
37;married;secondary;no;982;yes;no;cellular;failure;no
26;single;tertiary;no;3044;yes;yes;cellular;other;no
40;married;primary;no;1802;yes;no;cellular;failure;no
34;married;secondary;yes;879;yes;no;cellular;failure;yes
30;married;secondary;no;658;yes;no;cellular;failure;no
32;single;secondary;no;103;yes;no;cellular;other;no
32;divorced;secondary;no;453;yes;no;cellular;failure;no
35;married;secondary;no;586;yes;yes;cellular;failure;no
29;married;tertiary;no;103;yes;no;cellular;failure;no
33;single;primary;no;557;yes;no;cellular;failure;no
41;married;secondary;no;1380;yes;no;cellular;failure;no
34;married;primary;no;165;yes;no;cellular;failure;no
60;divorced;tertiary;no;381;yes;no;cellular;failure;no
39;married;secondary;no;625;yes;no;cellular;failure;no
38;married;secondary;no;194;yes;no;cellular;failure;no
37;married;secondary;no;539;yes;yes;cellular;failure;no
31;single;tertiary;no;1130;yes;no;cellular;failure;no
33;married;secondary;no;-124;no;no;cellular;failure;no
30;married;secondary;no;-280;yes;no;cellular;failure;no
31;single;secondary;no;102;yes;no;telephone;failure;no
41;divorced;secondary;no;927;yes;no;cellular;failure;no
43;married;tertiary;no;175;yes;no;cellular;other;no
47;divorced;primary;no;91;yes;no;cellular;failure;no
32;married;primary;no;-56;yes;yes;cellular;other;no
40;married;secondary;no;679;yes;no;cellular;failure;no
36;married;secondary;no;526;yes;no;cellular;other;no
31;single;secondary;no;603;yes;yes;cellular;failure;no
37;married;tertiary;no;860;yes;no;cellular;failure;no
34;married;primary;no;170;yes;yes;telephone;other;no
34;married;tertiary;no;551;yes;no;cellular;other;no
32;single;secondary;no;28;yes;no;cellular;failure;no
53;married;tertiary;no;2124;yes;no;cellular;failure;no
35;married;secondary;no;3487;yes;no;cellular;failure;no
43;married;tertiary;no;9261;yes;no;cellular;failure;no
46;divorced;primary;no;3854;yes;no;cellular;other;no
53;divorced;secondary;no;-163;yes;no;cellular;other;no
26;married;secondary;no;647;yes;no;cellular;other;no
34;married;secondary;no;260;yes;no;cellular;failure;no
49;married;secondary;no;1127;yes;yes;cellular;failure;no
40;married;secondary;no;96;yes;yes;cellular;failure;no
41;married;secondary;no;323;yes;no;cellular;other;yes
34;single;tertiary;no;-444;yes;yes;cellular;other;no
35;married;primary;no;443;yes;no;cellular;other;no
29;single;secondary;no;229;yes;no;cellular;failure;no
53;divorced;secondary;no;281;yes;no;cellular;other;no
39;married;secondary;no;284;yes;yes;cellular;failure;no
40;married;primary;no;119;yes;no;cellular;failure;no
31;married;secondary;no;505;yes;no;cellular;other;no
33;married;secondary;no;90;yes;no;cellular;failure;no
51;married;primary;no;216;yes;no;cellular;failure;no
50;married;primary;no;12519;yes;no;cellular;success;no
38;married;secondary;no;566;yes;yes;telephone;other;no
33;single;secondary;no;745;yes;no;cellular;other;no
42;married;primary;no;875;yes;no;cellular;failure;no
40;married;secondary;no;643;yes;no;cellular;failure;no
31;married;secondary;no;310;yes;no;cellular;failure;no
30;single;secondary;no;103;yes;no;cellular;other;no
30;single;secondary;no;-172;yes;yes;cellular;other;no
48;married;primary;no;551;yes;yes;cellular;failure;no
32;married;secondary;no;298;yes;no;cellular;failure;no
29;married;secondary;no;577;yes;no;telephone;other;no
31;married;secondary;no;604;yes;no;cellular;failure;no
36;married;secondary;no;0;yes;no;cellular;failure;no
38;married;secondary;no;-17;yes;no;cellular;other;no
36;married;tertiary;no;549;yes;no;cellular;failure;no
31;single;secondary;no;579;yes;yes;cellular;other;no
36;married;secondary;no;1949;yes;no;cellular;failure;no
23;single;secondary;no;28;yes;no;cellular;failure;no
51;married;secondary;no;1329;yes;yes;telephone;failure;no
35;married;secondary;no;1207;yes;no;cellular;success;no
30;single;secondary;no;1012;yes;no;cellular;failure;no
50;married;primary;no;104;yes;no;cellular;other;no
53;married;secondary;no;5303;yes;no;telephone;success;yes
29;married;primary;no;459;yes;yes;cellular;failure;no
33;single;tertiary;no;1190;yes;no;cellular;failure;no
32;single;secondary;no;620;no;no;cellular;failure;no
37;single;tertiary;no;6889;yes;no;cellular;failure;no
46;divorced;secondary;no;864;yes;no;cellular;failure;no
35;single;tertiary;no;1295;yes;no;cellular;failure;no
44;married;primary;no;-93;yes;no;cellular;failure;no
33;single;secondary;no;476;yes;yes;cellular;failure;no
46;married;secondary;no;6993;yes;no;cellular;success;no
37;single;primary;no;235;yes;no;cellular;failure;no
34;married;secondary;no;241;yes;no;cellular;other;no
46;married;secondary;no;9077;yes;no;cellular;failure;no
30;single;secondary;no;613;yes;no;cellular;failure;no
38;single;secondary;no;13156;yes;no;cellular;failure;no
37;single;secondary;no;1127;yes;no;cellular;failure;no
38;married;primary;no;3913;yes;no;cellular;failure;no
36;married;secondary;no;1589;yes;no;cellular;other;no
32;married;secondary;no;413;yes;no;cellular;failure;no
30;single;tertiary;no;638;yes;no;cellular;other;no
50;married;primary;no;4121;yes;yes;cellular;failure;no
28;married;secondary;no;1021;yes;no;cellular;other;no
32;married;secondary;no;112;yes;no;cellular;other;no
36;single;secondary;no;733;yes;no;cellular;other;no
31;married;secondary;no;2289;yes;yes;cellular;failure;no
29;married;secondary;no;1238;yes;no;cellular;failure;no
41;married;secondary;no;563;yes;no;cellular;failure;no
34;married;secondary;no;-314;yes;yes;cellular;other;no
33;married;secondary;no;359;yes;no;cellular;other;no
37;married;primary;no;287;yes;no;telephone;failure;no
32;married;secondary;no;286;no;no;cellular;failure;no
45;married;primary;no;658;yes;no;telephone;failure;no
57;married;primary;no;202;yes;no;cellular;failure;no
33;married;primary;no;217;yes;no;cellular;failure;no
32;single;secondary;no;-45;yes;no;cellular;other;no
35;married;tertiary;no;1473;yes;no;cellular;other;no
56;divorced;secondary;no;283;yes;yes;cellular;failure;no
57;married;tertiary;no;3082;yes;yes;cellular;failure;no
46;married;primary;no;292;yes;no;cellular;failure;no
46;divorced;secondary;no;168;yes;no;cellular;other;no
40;single;secondary;no;169;yes;no;cellular;failure;no
34;single;tertiary;no;8038;yes;no;cellular;failure;no
31;single;primary;no;71;yes;no;cellular;failure;no
34;single;tertiary;no;5452;no;no;cellular;other;no
43;married;secondary;no;101;yes;no;cellular;failure;no
30;married;secondary;no;4867;yes;yes;telephone;other;no
33;married;secondary;no;6;yes;no;cellular;other;no
43;married;secondary;no;1220;yes;no;cellular;other;no
27;single;secondary;no;2784;yes;no;telephone;failure;no
53;married;secondary;no;225;yes;no;cellular;failure;no
34;single;secondary;no;550;yes;no;cellular;failure;no
33;married;secondary;no;2502;yes;no;cellular;failure;no
31;married;secondary;no;1664;yes;no;cellular;success;no
51;married;primary;no;14;yes;yes;cellular;failure;no
50;married;primary;no;341;yes;yes;cellular;success;yes
50;married;tertiary;no;221;yes;no;cellular;failure;no
34;married;primary;no;1217;yes;no;cellular;failure;no
35;single;tertiary;no;1422;yes;yes;cellular;other;no
43;divorced;secondary;no;266;yes;yes;cellular;failure;no
35;single;tertiary;no;122;no;no;cellular;failure;no
36;married;secondary;no;-53;yes;no;cellular;other;no
42;married;tertiary;no;72;yes;no;cellular;failure;no
45;married;secondary;no;497;yes;no;cellular;failure;no
31;single;tertiary;no;635;yes;no;cellular;failure;no
35;married;secondary;no;360;yes;no;telephone;failure;no
30;single;tertiary;no;63;yes;no;cellular;other;no
35;married;secondary;no;1345;yes;no;cellular;failure;no
39;married;secondary;no;2299;yes;no;cellular;failure;no
48;married;primary;no;0;yes;no;cellular;failure;no
35;divorced;tertiary;no;262;yes;no;cellular;other;no
33;single;secondary;no;15341;no;no;cellular;failure;no
42;married;secondary;no;0;yes;no;cellular;failure;no
41;married;secondary;no;67;no;no;cellular;failure;no
38;married;secondary;no;730;yes;no;cellular;other;no
34;married;secondary;no;-228;yes;no;cellular;other;no
25;single;primary;no;147;yes;no;cellular;failure;no
48;married;secondary;no;440;yes;no;cellular;failure;no
46;married;tertiary;no;189;yes;no;cellular;failure;no
45;married;tertiary;no;126;yes;no;cellular;failure;no
32;married;primary;no;0;yes;no;cellular;other;no
40;married;secondary;no;1386;yes;yes;cellular;other;no
31;married;primary;no;2929;yes;no;cellular;failure;no
34;married;tertiary;no;4958;yes;no;cellular;failure;no
39;married;secondary;no;18;yes;yes;cellular;failure;no
34;single;secondary;no;13683;yes;no;cellular;failure;no
27;single;secondary;no;619;yes;no;cellular;other;no
41;married;tertiary;no;532;yes;no;cellular;failure;no
41;married;secondary;no;1522;yes;yes;cellular;failure;no
31;single;tertiary;no;775;yes;no;cellular;failure;no
34;married;secondary;no;856;yes;no;cellular;other;no
32;single;secondary;no;1819;yes;no;cellular;failure;no
59;divorced;tertiary;no;258;yes;no;cellular;success;no
32;single;tertiary;no;4262;yes;no;cellular;failure;no
24;married;secondary;no;0;yes;no;cellular;failure;no
59;divorced;tertiary;no;0;no;no;cellular;other;no
34;single;secondary;no;318;yes;no;cellular;failure;no
54;married;secondary;no;303;yes;no;cellular;failure;no
26;single;primary;no;52;yes;no;cellular;success;no
32;single;tertiary;no;1454;yes;no;cellular;other;no
38;married;secondary;no;-349;yes;no;cellular;failure;no
34;single;secondary;no;1161;yes;no;cellular;failure;no
43;married;secondary;no;1927;yes;no;cellular;failure;no
34;married;secondary;no;965;yes;no;cellular;other;no
36;married;secondary;no;0;yes;yes;cellular;success;no
39;married;primary;no;8637;yes;no;telephone;failure;no
36;married;secondary;no;24;yes;no;cellular;failure;no
44;married;secondary;no;508;yes;no;cellular;failure;no
55;divorced;tertiary;no;5253;yes;yes;cellular;failure;no
31;married;tertiary;no;491;yes;no;cellular;other;no
33;single;secondary;no;151;yes;no;cellular;failure;no
41;married;primary;no;1314;yes;no;cellular;failure;no
60;married;secondary;no;1914;yes;no;cellular;failure;no
37;married;secondary;no;184;yes;no;cellular;failure;no
41;married;primary;no;241;yes;no;cellular;failure;no
59;married;tertiary;no;287;yes;no;cellular;failure;no
34;single;secondary;no;1352;yes;no;cellular;other;no
29;married;secondary;no;2378;yes;yes;cellular;failure;no
36;married;primary;no;4693;yes;no;cellular;other;no
32;married;tertiary;no;3154;no;no;cellular;failure;no
43;married;primary;no;517;yes;no;cellular;failure;no
